movie	12 Years a Slave	2013
director	McQueen, Steve	12 Years a Slave	2013
director	Herzfeld, John	15 Minutes	2001
actress	Morgunova, Olga	15 Minutes	2001	Escort Service Woman #2
actress	Mulqueen, Tracey	15 Minutes	2001	Paramedic #2
actress	Lopez, Sylvia	15 Minutes	2001	TV Newscaster #1
actress	Marin, Mindy	15 Minutes	2001	Maggie
actress	Merced, Macy	15 Minutes	2001	Paramedic #1
actress	Theron, Charlize	15 Minutes	2001	Rose Hearn
actress	Vann, Elma	15 Minutes	2001	Escort Service Woman Linda
actress	Velez-Mitchell, Jane	15 Minutes	2001	TV Newscaster #2
actress	Ruiz, Lynette	15 Minutes	2001	Composite Artist
actress	Sauer, Dorit	15 Minutes	2001	Escort Service Woman #3
actress	Espinoza, Julieta	15 Minutes	2001	Unique's Girlfriend
actress	Evans, Noelle	15 Minutes	2001	Honey the Hooker
actress	Farmiga, Vera	15 Minutes	2001	Daphne Handlova
actress	Gasanova, Irina	15 Minutes	2001	Tamina Karlova
actress	Greaves, Gail	15 Minutes	2001	Talk Show Wife
actress	Kalem, Toni	15 Minutes	2001	Woman at Planet Hollywood
actress	Kanakaredes, Melina	15 Minutes	2001	Nicolette Karas
actress	Klieman, Rikki	15 Minutes	2001	Daphne's Lawyer
actress	Barr, Roseanne	15 Minutes	2001	Herself
actress	Cattrall, Kim	15 Minutes	2001	Cassandra
actress	Claibourne, Christine	15 Minutes	2001	Maggie's Assistant
actress	Dob�, Kata	15 Minutes	2001	Redhead at Ludwig's
actor	Lisi, Joe	15 Minutes	2001	Police Captain
actor	Maglione, Dominic	15 Minutes	2001	Police Officer #1
actor	Mashkov, Vladimir	15 Minutes	2001	Milos Karlova
actor	McCrary, Darius	15 Minutes	2001	Detective Tommy Cullen
actor	Poulos, George	15 Minutes	2001	Greek Waiter
actor	Primus, Barry	15 Minutes	2001	Cab Driver
actor	Taktarov, Oleg	15 Minutes	2001	Oleg Razgul
actor	Wall, Ron	15 Minutes	2001	Police Officer #2
actor	Yelchin, Anton	15 Minutes	2001	Boy in Burning Building
actor	Field, Bobby	15 Minutes	2001	Talk Show Son
actor	Foster, Bryan	15 Minutes	2001	Hawkins' Cameraman
actor	Roch�, Sebastian	15 Minutes	2001	Ludwig the Hairdresser
actor	Roden, Karel	15 Minutes	2001	Emil Slovak
actor	Garcia, Louis F.	15 Minutes	2001	Fire Chief
actor	Runyan, Tygh	15 Minutes	2001	Stephen Geller
actor	Garibyan, Haik	15 Minutes	2001	Emigrant
actor	Grammer, Kelsey	15 Minutes	2001	Robert Hawkins
actor	Stamboulis, Spero	15 Minutes	2001	Nicolette's Cameraman
actor	Stanton, William	15 Minutes	2001	Garcia
actor	Alfieri, Joseph	15 Minutes	2001	Reporter
actor	Andon, Kurt	15 Minutes	2001	Pizza Man
actor	Arnett, Peter	15 Minutes	2001	Himself
actor	Blueian, Barry	15 Minutes	2001	Immigration Supervisor
actor	Brooks, Avery	15 Minutes	2001	Detective Leon Jackson
actor	Brown, Lennox	15 Minutes	2001	Lookout Guy
actor	Burns, Edward	15 Minutes	2001	Fire Marshal Jordy Warsaw
actor	Bush, Brantley	15 Minutes	2001	Fireman
actor	Camello, Mike	15 Minutes	2001	Fireman Camello
actor	Casseus, Gabriel	15 Minutes	2001	Unique
actor	Cohen, Alan	15 Minutes	2001	Hawkins' Sound Man
actor	Coster, Ritchie	15 Minutes	2001	News Stand Vendor
actor	Cutler, Bruce	15 Minutes	2001	Himself
actor	Dane, Ashton	15 Minutes	2001	Talk Show Father
actor	Grier, David Alan	15 Minutes	2001	Mugger in Central Park
actor	Davis, Stephen	15 Minutes	2001	Murphy
actor	De Niro, Robert	15 Minutes	2001	Detective Eddie Flemming
actor	Guzman, Jorge H.	15 Minutes	2001	Bouncer at Planet Hollywood
actor	Dillin, Scott	15 Minutes	2001	Battery Park Policeman
actor	Handy, James	15 Minutes	2001	Deputy Chief Fire Marshal Declan Duffy
actor	DiResta, John	15 Minutes	2001	Bobby Korfin
actor	Herman, Paul	15 Minutes	2001	Detective Paulie
actor	Khan, Marco	15 Minutes	2001	Emigrant
movie	1941	1979
director	Spielberg, Steven	1941	1979
actress	Molinari, Antoinette	1941	1979	Mrs. Scioli
actress	Landers, Audrey	1941	1979	USO Girl
actress	LuPone, Patti	1941	1979	Lydia Hedberg
actress	Taggart, Rita	1941	1979	Reporter
actress	Teefy, Maureen	1941	1979	USO Girl
actress	Williams, Carol Ann	1941	1979	USO Girl
actress	Williams, Jenny	1941	1979	USO Girl
actress	Sherman, Kerry	1941	1979	USO Girl
actress	Sperber, Wendie Jo	1941	1979	Maxine Dexheimer
actress	Gaines, Marjorie	1941	1979	Anderson Sister
actress	Gallup, Denise	1941	1979	Twin
actress	Gallup, Dian	1941	1979	Twin
actress	Gannen, Barbara	1941	1979	Interceptor Assistant
actress	Garland, Trish	1941	1979	Anderson Sister
actress	Gary, Lorraine	1941	1979	Joan Douglas
actress	Hardin, Diane	1941	1979	Interceptor Assistant
actress	Kay, Dianne	1941	1979	Betty Douglas
actress	Allen, Nancy	1941	1979	Donna Stratton
actress	Backlinie, Susan	1941	1979	Polar Bear Woman
actress	Benson, Deborah	1941	1979	USO Girl
actress	Benson, Lucille	1941	1979	Gas Mama (Eloise)
actress	Culver, Carol	1941	1979	Anderson Sister
actress	Dooling, Lucinda	1941	1979	Lucinda
actor	Lander, David L.	1941	1979	Joe
actor	Landis, John	1941	1979	Mizerany
actor	Lang, Perry	1941	1979	Dennis DeSoto
actor	Lee, Christopher	1941	1979	Capt. Wolfgang von Kleinschmidt
actor	Marias, Mark	1941	1979	Dept. Store Kid
actor	Matheson, Tim	1941	1979	Capt. Loomis Birkhead
actor	McKean, Michael	1941	1979	Willy
actor	McKee, John	1941	1979	Reporter
actor	McMillan, Ronnie	1941	1979	Winowski
actor	McNally, Dan	1941	1979	Reporter
actor	McNamara, J. Patrick	1941	1979	Pvt. DuBois
actor	McRae, Frank	1941	1979	Pvt. Ogden Johnson Jones
actor	Mifune, Toshir�	1941	1979	Cmdr. Akiro Mitamura
actor	Miller, Dick	1941	1979	Officer Miller
actor	Mitamura, Akio	1941	1979	Ashimoto
actor	Mond, Steven	1941	1979	Gus Douglas
actor	Oates, Warren	1941	1979	Col. 'Madman' Maddox
actor	Olkewicz, Walter	1941	1979	Hinshaw
actor	Pickens, Slim	1941	1979	Hollis P. Wood
actor	Flaherty, Joe	1941	1979	Raoul Lipschitz
actor	Frederickson, Gray	1941	1979	Lt. Bressler
actor	Frishman, Brian	1941	1979	USO Goon
actor	Fuller, Samuel	1941	1979	Interceptor Commander
actor	Gorman, Brad	1941	1979	USO Nerd
actor	Hamilton, Murray	1941	1979	Claude Crumn
actor	Hardin, Jerry	1941	1979	Map Man
actor	Houston, Robert	1941	1979	Maddox's Soldier
actor	Aykroyd, Dan	1941	1979	Sgt. Frank Tree
actor	Beagle, E. Hampton	1941	1979	Phone Man
actor	Beatty, Ned	1941	1979	Ward Douglas
actor	Belushi, John	1941	1979	Capt. Wild Bill Kelso
actor	Brian, Jordan	1941	1979	Macey Douglas
actor	Calfa, Don	1941	1979	Telephone Operator
actor	Cameron, Dave	1941	1979	Reporter
actor	Candy, John	1941	1979	Pvt. Foley
actor	Carenzo, Vito	1941	1979	Vito - Shore Patrol
actor	Carlton, Mark	1941	1979	Stilwell Aide
actor	Cervantes, Gary Carlos	1941	1979	Zoot Suiter
actor	Cloud, Paul	1941	1979	Stilwell Aide
actor	Contreras, Luis	1941	1979	Zoot Suiter
actor	Cook Jr., Elisha	1941	1979	The Patron (Dexter)
actor	Taylor, Dub	1941	1979	Mr. Malcomb
actor	Tennant, Andy	1941	1979	Babyface
actor	Thibeau, Jack	1941	1979	Stilwell Aide
actor	Thompson, Galen	1941	1979	Stilwell Aide
actor	Verroca, Frankie	1941	1979	USO Nerd
actor	Voldstad, John	1941	1979	USO Nerd
actor	Williams, Treat	1941	1979	Cpl. Chuck 'Stretch' Sitarski
actor	Wolfington, Iggie	1941	1979	Meyer Mishkin
actor	Zika, Christian	1941	1979	Stevie Douglas
actor	Rourke, Mickey	1941	1979	Reese
actor	Rydbeck, Whitney	1941	1979	Daffy
actor	Scott, Donovan	1941	1979	Kid Sailor
actor	Shimizu, Hiroshi	1941	1979	Ito
actor	Silva, Geno	1941	1979	Martinez
actor	Stack, Robert	1941	1979	Maj. Gen. Joseph W. Stilwell
actor	Stander, Lionel	1941	1979	Angelo Scioli
actor	Deezen, Eddie	1941	1979	Herbie Kazlminsky
actor	Di Cicco, Bobby	1941	1979	Wally Stephens
movie	28 Days	2000
director	Thomas, Betty	28 Days	2000
actress	Pankow, Joanne	28 Days	2000	Saleslady/Night Tech
actress	Payne, Kathy	28 Days	2000	Aunt Helen
actress	Perkins, Elizabeth	28 Days	2000	Lily
actress	Pratt, Wendee	28 Days	2000	Elaine
actress	Ladd, Diane	28 Days	2000	Bobbie Jean
actress	Martindale, Margo	28 Days	2000	Betty
actress	McGuire, Maeve	28 Days	2000	Groom's Mother
actress	Warrick, Brittani	28 Days	2000	Traci
actress	Yates, Suellen	28 Days	2000	Andrea's Mother
actress	Reilly, Corinne	28 Days	2000	Vanessa
actress	Jean-Baptiste, Marianne	28 Days	2000	Roshanda
actress	Krebs, Susan	28 Days	2000	Evelyn
actress	Bullock, Sandra	28 Days	2000	Gwen Cummings
actress	Chang, Christina	28 Days	2000	Bridesmaid
actress	Chapman, Judith	28 Days	2000	Deirdre in Soap Opera Cast
actress	Davis, Suzanne	28 Days	2000	Darian in Soap Opera Cast
actress	Deane, Meredith	28 Days	2000	Young Lily
actress	Ruscio, Elizabeth	28 Days	2000	Mom
actress	Scharf, Katie	28 Days	2000	Young Gwen
actress	Skye, Azura	28 Days	2000	Andrea
actress	Sutton, Lisa	28 Days	2000	Dr. Stavros
actor	McCary, Rod	28 Days	2000	Dr. Griffin Hartley in Soap Opera Cast
actor	Moody, Jim	28 Days	2000	Chauffeur
actor	Mortensen, Viggo	28 Days	2000	Eddie Boone
actor	O'Malley, Mike	28 Days	2000	Oliver
actor	Pervis, Adam	28 Days	2000	Younger Boy at Gas Station
actor	Kelley, Elijah	28 Days	2000	Darnell
actor	Anagnos, Bill	28 Days	2000	NY Cabdriver
actor	Armstrong, Jack	28 Days	2000	Falcon in Soap Opera Cast
actor	Buscemi, Steve	28 Days	2000	Cornell
actor	Byrd, Dan	28 Days	2000	Older Boy at Gas Station
actor	Dolan, Andrew	28 Days	2000	Groom
actor	Dooly, Mike	28 Days	2000	Marty
actor	Taylor, Frank Hoyt	28 Days	2000	Equine Therapist
actor	Tudyk, Alan	28 Days	2000	Gerhardt
actor	Wainwright III, Loudon	28 Days	2000	Guitar Guy
actor	West, Dominic	28 Days	2000	Jasper
actor	Reitz, Ric	28 Days	2000	Father at Gas Station
actor	Santoni, Reni	28 Days	2000	Daniel
movie	42	2013
director	Helgeland, Brian	42	2013
actress	Moy�, Denise	42	2013	Older Woman
actress	Metzger, Janet	42	2013	Jane Ann
actress	Michaell, Monnae	42	2013	Mallie
actress	Tylor, Jud	42	2013	Laraine Day
actress	Sandy, Zarha	42	2013	Bowman's Cafe
actress	Foreman, Karole	42	2013	Duff Harris
actress	Griffis, Rhoda	42	2013	Miss Bishop
actress	Jakle, Kelley	42	2013	Alice
actress	Beharie, Nicole	42	2013	Rachel Robinson
actress	Boothe, Cherise	42	2013	Ed's Mother
actor	Large, Luke	42	2013	Baseball Player
actor	Lauderdale, Brian	42	2013	Baseball Player
actor	Law, Keith	42	2013	Baseball Player
actor	Linklater, Hamish	42	2013	Ralph Branca
actor	Loderhose, Ben	42	2013	Baseball Player
actor	Luken, Jesse	42	2013	Eddie Stanky
actor	Mackenzie, Peter	42	2013	Happy Chandler
actor	McBee, Mitchell	42	2013	Baseball Player
actor	McGinley, John C.	42	2013	Red Barber
actor	Meloni, Christopher	42	2013	Leo Durocher
actor	Mengini, Dan	42	2013	Spectator One
actor	Merriman, Ryan	42	2013	Dixie Walker
actor	Miller, Gary	42	2013	Umpire Five
actor	Moore, Kirklan	42	2013	Baseball Player
actor	Mullins, Andrew C.	42	2013	Umpire Three
actor	Nellist, Marc	42	2013	Baseball Player
actor	Nitkowski, C.J.	42	2013	Dutch Leonard
actor	O'Brien, Clint	42	2013	Hugh Casey
actor	Paul, Andrew	42	2013	Baseball Player
actor	Pesi, Gino Anthony	42	2013	Joe Garagiola
actor	Phillips, Derek	42	2013	Bobby Bragan
actor	Pickens Jr., James	42	2013	Mr. Brock
actor	Pinkston, Friedel	42	2013	Birmingham Catcher
actor	Rackley, James	42	2013	Phillie One
actor	Radcliff, Darren	42	2013	Baseball Player
actor	Suttle, Barry	42	2013	Roosevelt Home Umpire
actor	Sweeney, David	42	2013	Fan Two
actor	Tavernaro, Richard	42	2013	Deland Umpire
actor	Taylor, Jeremy Ray	42	2013	Boy
actor	Thoms, David	42	2013	Enos Slaughter
actor	Tudyk, Alan	42	2013	Ben Chapman
actor	Vinson, Danny	42	2013	Eddie Dyer
actor	Walker, Jackson	42	2013	Jimmy Powers
actor	Willingham, Justin	42	2013	Baseball Player
actor	Wilson, Todd	42	2013	Reporter Four
actor	Roberts, Andrew B.	42	2013	Ball One Umpire
actor	Ruehling, Jamie	42	2013	Spider Jorgensen
actor	Sanders, Blake	42	2013	Gene Hermanski
actor	Sawyer, Danny	42	2013	Baseball Player
actor	Sharrock, Jake	42	2013	Baseball Player
actor	Smith, Jayson Warner	42	2013	White Gas Station Attendant
actor	Spears, Dennis A.	42	2013	Umpire Four
actor	Stewart, Jack	42	2013	Baseball Player
actor	Farb, Aaron	42	2013	Phillie Two
actor	Fenlon, Daniel	42	2013	Babe Hamburger
actor	Finn, Tobias Michael	42	2013	Panamanian Kid
actor	Flaman, William	42	2013	Cracker
actor	Ford, Harrison	42	2013	Branch Rickey
actor	Fowler, Barry	42	2013	Baseball Player
actor	Friedman, Henry	42	2013	Freckles
actor	Allen, Tucker	42	2013	Baseball Player
actor	Beam, Chance	42	2013	Baseball Player
actor	Beyer, Brad	42	2013	Kirby Higbe
actor	Black, Lucas	42	2013	Pee Wee Reese
actor	Blinder, Ari	42	2013	Photographer
actor	Boseman, Chadwick	42	2013	Jackie Robinson
actor	Brooks, Matthew	42	2013	Baseball Player
actor	Brown, Dusan	42	2013	Ed Charles
actor	Callaway, Scott	42	2013	Andy Seminick
actor	Cannon, Chad	42	2013	Baseball Player
actor	Capallo, Tom	42	2013	Baseball Player
actor	Chancey, Nate	42	2013	Baseball Player
actor	Clark, Matt	42	2013	Luther
actor	Clowdus, Hunter	42	2013	Dodger Bat Boy
actor	Cole, Michael H.	42	2013	Another Reporter
actor	Coleman, Jimmie L.	42	2013	Negro League Umpire
actor	Cook, Kenny	42	2013	Fan One
actor	Covington, Maury	42	2013	Policeman
actor	Criscuolo, Lou	42	2013	Reporter One
actor	Cullen, Brett	42	2013	Clay Hopper
actor	Cyprysiak, Kyle	42	2013	Baseball Player
actor	Denney, Brett	42	2013	Baseball Player
actor	Gail, Max	42	2013	Burt Shotton
actor	Ginther, Andrew	42	2013	Baseball Player
actor	Goolsby, Anthony S.	42	2013	Monarch Batter
actor	Gowan, Marc	42	2013	Doctor
actor	Griffin, Dax	42	2013	Racist City Island Fan
actor	Grimes Jr., Ercell A.	42	2013	Shouting Fan
actor	Hand, Linc	42	2013	Fritz Ostermueller
actor	Hansen, Holden	42	2013	Freckle's Dad
actor	Harelik, Mark	42	2013	Herb Pennock
actor	Harvey, Christopher	42	2013	Bus Driver
actor	Hazen, Jeremy	42	2013	Baseball Player
actor	Helgeland, Thomas	42	2013	Everett McCooey
actor	Henegar, Chris	42	2013	Baseball Player
actor	Hester, Austin	42	2013	Baseball Player
actor	Hickey, Wayne	42	2013	Umpire Two
actor	Hicks, Steve	42	2013	Umpire One
actor	Hill, Matthew	42	2013	Baseball Player
actor	Holland, Andr�	42	2013	Wendell Smith
actor	Holliday, Jamey	42	2013	Pete Reiser
actor	Houser, Dwight	42	2013	City Island Umpire
actor	Howard, Daniel	42	2013	Baseball Player
actor	Hubbard, Matthew	42	2013	Baseball Player
actor	Hughes, Ross	42	2013	Reporter Two
actor	Huss, Toby	42	2013	Clyde Sukeforth
actor	Inscoe, Joe	42	2013	Bob Cooke
actor	Johnson, Chad R	42	2013	Baseball Player
actor	Jurasik, Peter	42	2013	Hotel Manager
actor	Kersey, Brandon	42	2013	Baseball Player
actor	Knezevich, Joe	42	2013	Reporter Three
actor	Knight, Johnny	42	2013	Carl Furillo
actor	Knight, T.R.	42	2013	Harold Parrott
actor	Kohler, Jon	42	2013	Spectator Two
movie	A Bronx Tale	1993
director	De Niro, Robert	A Bronx Tale	1993
actress	Narducci, Kathrine	A Bronx Tale	1993	Rosina
actress	Palminteri, Gianna	A Bronx Tale	1993	Tina
actress	Lalicata, Linda	A Bronx Tale	1993	Chez Bippy Customer
actress	von Arx, Nina	A Bronx Tale	1993	Rachel
actress	Hicks, Taral	A Bronx Tale	1993	Jane
actress	Abassi, Elizabeth	A Bronx Tale	1993	Lady in Window
actress	Bernardini, Ida	A Bronx Tale	1993	Fish Store Customer
actress	Brooks, Kacy	A Bronx Tale	1993	Doo Wop Group (School)
actress	Degrass, Emily	A Bronx Tale	1993	Chez Bippy Customer
actor	Laham, Joe	A Bronx Tale	1993	Doo Wop Group (Street)
actor	Lange, Alan	A Bronx Tale	1993	Doo Wop Group (Street)
actor	Lederman, Larry	A Bronx Tale	1993	Racetrack Announcer
actor	Lombardozzi, Domenick	A Bronx Tale	1993	Nicky Zero
actor	Matra, Rocco 'Girffe'	A Bronx Tale	1993	Soldier
actor	Meighan, Jason	A Bronx Tale	1993	Doo Wop Group (School)
actor	Migliore, Richard	A Bronx Tale	1993	Jockey
actor	Montanaro, Eddie	A Bronx Tale	1993	Eddie Mush
actor	Morigi, Mike	A Bronx Tale	1993	Chez Bippy Customer
actor	Motts, Johnny	A Bronx Tale	1993	Chez Bippy Customer
actor	Napolitano, Ralph	A Bronx Tale	1993	Gino
actor	Palminteri, Chazz	A Bronx Tale	1993	Sonny
actor	Parente, Rocco	A Bronx Tale	1993	Driver (Hey Marie!)
actor	Pastore, Garry	A Bronx Tale	1993	Chez Bippy Customer
actor	Pendleton, Steve	A Bronx Tale	1993	Satan's Messengers
actor	Perri, Paul	A Bronx Tale	1993	Crazy Mario (Age 9)
actor	Pesci, Joe	A Bronx Tale	1993	Carmine
actor	Pietrangolare, Frank	A Bronx Tale	1993	Danny K.O.
actor	Ranieri, Richie	A Bronx Tale	1993	Bodyguard
actor	Tanuzzo Jr., John	A Bronx Tale	1993	Satan's Messengers
actor	Thomas, Rhaman	A Bronx Tale	1993	Doo Wop Group (School)
actor	Vacaro, Pat	A Bronx Tale	1993	Capo
actor	Vanaria, Louis	A Bronx Tale	1993	Crazy Mario (Age 17)
actor	Velazquez, Johnny	A Bronx Tale	1993	Jockey
actor	Wahhab, Ali A.	A Bronx Tale	1993	Angry Neighbor
actor	Webber, Demond	A Bronx Tale	1993	Doo Wop Group (School)
actor	Rocchio, Dominick	A Bronx Tale	1993	Ralphie (Age 17)
actor	Salerno, Dave	A Bronx Tale	1993	Frankie Coffeecake
actor	Sauchelli Jr., Alfred	A Bronx Tale	1993	Bobby Bars
actor	Simmons, Derrick	A Bronx Tale	1993	Angry Neighbor
actor	Ekoku, A.J.	A Bronx Tale	1993	A. J.
actor	Etergineoso, Anthony	A Bronx Tale	1993	Doo Wop Group (Street)
actor	Etergineoso, Louis	A Bronx Tale	1993	Doo Wop Group (Street)
actor	Anannlin, Macky	A Bronx Tale	1993	Chez Bippy Customer
actor	Antley, Chris	A Bronx Tale	1993	Jockey
actor	Attanasio, Albert	A Bronx Tale	1993	Capo
actor	Bailey, Sobe	A Bronx Tale	1993	Willy
actor	Batiste, David	A Bronx Tale	1993	Angry Neighbor
actor	Beansie	A Bronx Tale	1993	Chez Bippy Customer
actor	Black, Joe	A Bronx Tale	1993	Murdered Man
actor	Blair, Nicky	A Bronx Tale	1993	Jerry
actor	Bonge, Steve	A Bronx Tale	1993	Satan's Messengers
actor	Borriello, Patrick	A Bronx Tale	1993	Slick (Age 9)
actor	Brancato, Lillo	A Bronx Tale	1993	Calogero (Age 17)
actor	Cafariella, Mark	A Bronx Tale	1993	Satan's Messengers
actor	Calvacca Jr., Joe	A Bronx Tale	1993	Doo Wop Group (Street)
actor	Capra, Francis	A Bronx Tale	1993	Calogero (Age 9)
actor	Caserta Jr., Clem	A Bronx Tale	1993	Pizza Man
actor	Caserta Jr., Frank	A Bronx Tale	1993	Soldier
actor	Caserta Sr., Frank	A Bronx Tale	1993	Old Gee
actor	Caserta, Clem	A Bronx Tale	1993	Jimmy Whispers
actor	Cestaro, Sal	A Bronx Tale	1993	Coffeemaker
actor	Conti, Frank	A Bronx Tale	1993	Fish Store Owner
actor	Cordeiro, Tony	A Bronx Tale	1993	Jockey
actor	Corozzo, Anthony	A Bronx Tale	1993	Chez Bippy Customer
actor	Cruguet, Jean	A Bronx Tale	1993	Jockey
actor	D'Andrea, Robert	A Bronx Tale	1993	Tony Toupee
actor	D'Angelo, Luigi	A Bronx Tale	1993	Aldo (Age 17)
actor	D'Onofrio, Joseph	A Bronx Tale	1993	Slick (Age 17)
actor	De Niro, Robert	A Bronx Tale	1993	Lorenzo
actor	DeDomenico, Richard	A Bronx Tale	1993	Priest
actor	Derian, Ed	A Bronx Tale	1993	Fight Announcer
actor	Domey, Greg	A Bronx Tale	1993	Satan's Messengers
actor	Fischer, Fred	A Bronx Tale	1993	JoJo the Whale
actor	Foglia, Phil	A Bronx Tale	1993	Detective Vella
actor	Ford, Thomas A.	A Bronx Tale	1993	Phil the Peddler
actor	Garbarino, Philip	A Bronx Tale	1993	Sonny's Killer
actor	Garcia, Butch	A Bronx Tale	1993	Satan's Messengers
actor	Genovino, Max	A Bronx Tale	1993	Louie Dumps
actor	Gioia, Louis	A Bronx Tale	1993	Last Rites Priest
actor	Graell, Antonio	A Bronx Tale	1993	Jockey
actor	Grant, Darell	A Bronx Tale	1993	Doo Wop Group (School)
actor	Guardino, Larry	A Bronx Tale	1993	Bartender
actor	Hurst, Sonny	A Bronx Tale	1993	Satan's Messengers
actor	Kendall, Steve	A Bronx Tale	1993	Red Beard
actor	Kolpan, Mitch	A Bronx Tale	1993	Detective Belsik
movie	A League of Their Own	1992
director	Marshall, Penny	A League of Their Own	1992
actress	Niemeyer, Shelly	A League of Their Own	1992	Additional Player
actress	O'Donnell, Rosie	A League of Their Own	1992	Doris Murphy - 3rd Base
actress	Pelton, Patti	A League of Their Own	1992	Marbleann Wilkenson - 2nd Base
actress	Petty, Lori	A League of Their Own	1992	Kit Keller
actress	Pilavin, Barbara	A League of Their Own	1992	Older Helen
actress	Pounds-Taylor, Connie	A League of Their Own	1992	Connie Calhoun - Outfield
actress	Ramsay, Anne	A League of Their Own	1992	Helen Haley - 1st Base
actress	Leoni, T�a	A League of Their Own	1992	Racine 1st Base
actress	Madonna	A League of Their Own	1992	Mae Mordabito
actress	Marshall, Kathleen	A League of Their Own	1992	'Mumbles' Brockman - Outfield
actress	McLin, Eugenia	A League of Their Own	1992	Older Ellen Sue
actress	Miller, Betty	A League of Their Own	1992	Older Betty
actress	Szmidt, Sharon	A League of Their Own	1992	Vivian Ernst - 2nd Base
actress	Walker, Amanda	A League of Their Own	1992	Additional Player
actress	Watson, Brenda	A League of Their Own	1992	Additional Player
actress	Weingardt, Ellie	A League of Their Own	1992	Charm School Instructor
actress	Wilson, Patricia	A League of Their Own	1992	Older Marla
actress	Reiner, Tracy	A League of Their Own	1992	Betty 'Betty Spaghetti' Horn - Left Field
actress	Rutherford, Sally	A League of Their Own	1992	Additional Player
actress	Schmitt, Lita	A League of Their Own	1992	Additional Player
actress	Schram, Bitty	A League of Their Own	1992	Evelyn Gardner - Right Field
actress	Simpkins, Kelli	A League of Their Own	1992	Beverly Dixon - Outfield
actress	Simpson, Freddie	A League of Their Own	1992	Ellen Sue Gotlander - Shortstop/Pitcher
